Keyword,Score,Boosted_Score
Deposit Sri Lankan,14,14
Samarasinghe NonIndependent NonExecutive,14,14
awards HNB FINANCE,14,14
SME Loans Committed,14,14
Daskam Inspiring,14,14
Prasad Samarasinghe NonIndependent,14,14
Yalu Daskam Inspiring,14,14
monthly rentals Repayment,14,14
Kamal Roshan,14,14
Gedara Avurudu celebrations,14,14
Kanthi Jayamangala,14,14
Kamal Roshan DGM,14,14
Recoveries Sujith Kumara,14,14
career HNB,14,14
FINANCE Ravi,14,14
HNBF PLC,14,14
history great leaders,14,14
Workspace Asia,14,14
Seylan Bank Plc,14,14
Director HNB,14,14
Indunil Jayawardena,14,14
Indicator Measurement Economic,14,14
Jaffna Kalutara Kandy,14,14
Withana Independent NonExecutive,14,14
Nugegoda Sri,14,14
World Photography Day,14,14
global awards HNB,14,14
FINANCE Great,14,14
photography Sri Lanka,14,14
career health fitness,14,14
Financing options,14,14
statement Application Form,14,14
Saviya SME,14,14
HNB FINANCE empowers,14,14
HNB FINANCE fortifies,14,14
Lankan financial institution,14,14
SME Loan,14,14
HNB Finance records,14,14
Kumara Munasinghe Head,14,14
traditional personal loan,14,14
HNB Finance Housing,14,14
Lankans HNB FINANCE,14,14
FINANCE Puttalam,14,14
remarkable milestones,14,14
Recovery Officer Shehan,14,14
Sampath Cooray AGM,14,14
anura,14,14
Officer Shehan Cooray,14,14
Bimal Seneviratne DGM,14,14
auto loan scheme,14,14
Lalith Withana Independent,14,14
Eraj HNB,14,14
Ruwan Manatunga NonIndependent,14,14
eligible Gold,14,14
inherit gold jewellery,14,14
Gawaranmana village,14,14
micro finance executive,14,14
economy housing loans,14,14
Director Hasitha Wijesundara,14,14
requirements access,14,14
Personal loan scheme,14,14
company activities,14,14
Complaint Handling,14,14
Road Kurunegala Open,14,14
stakeholders confidence,14,14
companies,14,14
Kurunegala Open Weekdays,14,14
Colombo Kandy Road,14,14
Sri Jayewardenepura Colombo,14,14
business transformation digital,14,14
circumstances,14,14
Marketing Communication Udara,14,14
branches Please,14,14
Money,14,14
picture HNB,14,14
HNB FINANCE records,14,14
Molagoda Kegalle,14,14
entrepreneurs HNB FINANCE,14,14
agm,14,14
global pandemic,14,14
superior financial services,14,14
Murali Polamarasetty Independent,14,14
Directors HNB,14,14
officers customer service,14,14
Kohuwala Junction,14,14
General Manager HOD,14,14
HNB FINANCE Corporate,14,14
HOD Legal Radeeka,14,14
Anthony Wheel Alignment,14,14
Udawaththe HOD Competency,14,14
vehicles,14,14
Supply Chain Financing,14,14
FINANCE Managing Director,14,14
Director Prasad Samarasinghe,14,14
Pathirage distinguished,14,14
bank loan,14,14
Kilinochchi Central Primary,14,14
Financial Information KPIs,14,14
Christmas Giveaway Competition,14,14
easy,14,14
Anura Udawaththe HOD,14,14
money deposit,14,14
exceptional financial services,14,14
Mallika,14,14
company HNB Finance,14,14
Prabath Kathriarachchi AGM,14,14
Islandwide branch,14,14
Sri Lanka CDASL,14,14
Kanagarathnam Assistant General,14,14
HNB FINANCE Managing,14,14
options,14,14
Internal Complaint Handling,14,14
university degree,14,14
LFC shall,14,14
Wasantha Kumari,14,14
industry sector Anura,14,14
FINANCE Bimal,14,14
Loan financially,14,14
financial company HNB,14,14
Leasing vehicle,14,14
USAID YouLead,14,14
Limited India Murali,14,14
Legal Radeeka Tissera,14,14
HOD Competency Development,14,14
Integrity Sociallyconscious Professionalism,14,14
Ravi Tissera Independent,14,14
Loans Application Form,14,14
Year Resolutions,14,14
Fixed Deposit Sri,14,14
Housing Loan facility,14,14
Sri LankaChartered Accountants,14,14
Swashakthi,14,14
Paper Sinhala,14,14
Branches List,14,14
Savings Key Facts,14,14
Complaint Handling Mechanism,14,14
CBSL HNBF,14,14
Professionalism Innovation Respect,14,14
Sujith Kumara Chief,13,13
Vega Digital,13,13
Protection Framework Safeguarding,13,13
holidays,13,13
Commercial Banking Development,13,13
Flexible Payment,13,13
Success Stories,13,13
Kandy Road,13,13
Ranasinghe AGM HOD,13,13
digital,13,13
Prime Lands Australia,13,13
CSR Projects,13,13
financial literacy,13,13
Consumer Relations,13,13
financier profession,13,13
economically support disadvantaged,13,13
Consumer Relations Department,13,13
Hapuarachchi AGM HOD,13,13
Weekends public,13,13
General Manager Facilities,13,13
Services,13,13
Management Gold Loan,13,13
Digital Awards,13,13
children HNB Finance,13,13
quick,13,13
FINANCE Nikaweratiya,13,13
Lanka Great Places,13,13
Sri Lanka TRCSL,13,13
Corporate Disclosures Policy,13,13
stages,13,13
Mehewera,13,13
SME Loans,13,13
Children Savings Account,13,13
Withana Chief Manager,13,13
Sri Lankans,13,13
small business loan,13,13
disadvantaged female,13,13
Law Firms Banks,13,13
Cooperative Society,13,13
CBSL,13,13
Loans Application,13,13
husband,13,13
Fair Treatment,13,13
Sri Jayewardenepura,13,13
Tony James,13,13
College HNB FINANCE,13,13
Payment Plans,13,13
longterm strategic objectives,13,13
alignment shop,13,13
Senior Managers fuel,13,13
hotel,13,13
Nikaweratiya Branch shifts,13,13
Bachelor Science,13,13
FINANCE Limited,13,13
path success,13,13
HOD Fixed Deposits,13,13
reasons,13,13
finance professional,13,13
eminent banker,13,13
Gold Plan Newly,13,13
Deposits Savings department,13,13
Resource Management Diploma,13,13
FINANCE PLC Nawalapitiya,13,13
Easy Loans Easy,13,13
Bengaluru India Murali,13,13
Finance fully,13,13
PLC Nawalapitiya Branch,13,13
passionate team,13,13
Deposits Savings Branches,13,13
Lanka Venture PLC,13,13
National Bank,13,13
SSE,13,13
Business Administration,13,13
Sri Lanka Cash,13,13
business growth,13,13
Guarantor Form,13,13
grocery store,13,13
services firm HNB,13,13
stages construction,13,13
Credit Evaluation Approval,13,13
Finance Recoveries,13,13
habit,13,13
Limited India Hocare,13,13
Dissanayake,13,13
Award,13,13
Manager Chief Recovery,13,13
IBSL Sujith Kumara,13,13
Chartered Professional Postgraduate,13,13
Lankan financial services,13,13
Methbara Kathandara,13,13
Corporate Information,13,13
Credit INSEAD Business,13,13
BRAC Sri Lanka,13,13
daytoday operations,13,13
Asia Marketing Federation,13,13
Private Limited India,13,13
Gold Loans,13,13
Corporate Management Gathering,13,13
Head Office,13,13
Data,13,13
Waasi Wisthare,13,13
Pathirage Anura,13,13
dream home,13,13
Micro Credit INSEAD,13,13
Anura,13,13
Deputy Chairman CEO,13,13
hnb finance records,12,12
dewalage years,12,12
ATM card Customer,12,12
loan guarantors,12,12
diploma microfinance,12,12
dissanayake chairman dissanayake,12,12
risk officer suthakar,12,12
firm hnb finance,12,12
micro,12,12
Awards Ceremony,12,12
stakeholder value,12,12
industry anura competent,12,12
Medium Enterprise SME,12,12
customer protection framework,12,12
samarasinghe board directors,12,12
extensive,12,12
complaint handling mechanism,12,12
hnb finance subsidiary,12,12
flexible loan scheme,12,12
steady financial growth,12,12
financial solutions,12,12
money hnb,12,12
maximum repayment period,12,12
Citizens Development Bank,12,12
kanchana jayasekara,12,12
right,12,12
year new ambitions,12,12
Ceremony,12,12
eligibility sri lankan,12,12
healthy relationship,12,12
smes loans,12,12
faq,12,12
hnb finance privilege,12,12
success lakshika,12,12
Professional Marketer,12,12
award industrial excellence,12,12
reasons business loan,12,12
sameera executive,12,12
entrepreneurs hnb finance,12,12
customer kyc,12,12
statement,12,12
micro loans financial,12,12
Finance Quantitative Finance,12,12
business purposes loan,12,12
dissanayake chairman hnb,12,12
suthakar professional,12,12
consumer,12,12
Finance Business,12,12
Monetary Board,12,12
achievement hnb finance,12,12
development banking,12,12
Months Months,12,12
Chief Recovery Officer,12,12
houses loan diriya,12,12
tissera attorneyatlaw notary,12,12
puwakgolla chief manager,12,12
community growth,12,12
great places,12,12
years Grace period,12,12
maximum,12,12
current rates,12,12
financial information,12,12
Great,12,12
loan frequently,12,12
plc winners,12,12
business saviya,12,12
hnbf privilege card,12,12
guarantors business,12,12
chairman hnb,12,12
loan long,12,12
prasad,12,12
road gawaranmana village,12,12
Risk Management,12,12
AGM HOD,12,12
data protection rights,12,12
HOD,12,12
business easy loans,12,12
customers age years,12,12
passion,12,12
resilient nation,12,12
fees request,12,12
world photography day,12,12
manjula kumara munasinghe,12,12
Technology Systems Services,12,12
shehan cooray deputy,12,12
slt zero,12,12
deposit products,12,12
Project Management Institute,12,12
efficient service Customers,12,12
supply chain financing,12,12
service customers,12,12
proxy circular shareholders,12,12
Housing,12,12
rights,12,12
asset,12,12
Transformation Digital Implementation,12,12
minor savings,12,12
dimension indicator measurement,12,12
acef asian,12,12
best rural,12,12
oasis mohoththuwarama,12,12
slt zero awards,12,12
complaints methods,12,12
success,12,12
great leaders,12,12
financial ombudsman touch,12,12
executive,12,12
quick loans,12,12
rasangi extensive,12,12
higher return,12,12
buy vehicle,12,12
floods nawalapitiya region,12,12
provider hnb,12,12
Independent,12,12
lowest monthly,12,12
FINANCE partners,12,12
options money,12,12
withana,12,12
ahead financial industry,12,12
jewellery,12,12
loans key facts,12,12
service available branches,12,12
new heights,12,12
years ago,12,12
hnb finance enters,12,12
Annual General Meeting,12,12
Systems Services,12,12
lfcs shall,12,12
Operations Retail SME,12,12
director hasitha wijesundara,12,12
kotagala service station,12,12
flood victims,12,12
school hnb finance,12,12
savings scheme,12,12
bronze tags awards,12,12
Bronze,12,12
available customer,12,12
radeeka currently,12,12
Asian Leaders,12,12
customers satisfactory crib,12,12
forum awards india,12,12
business license,12,12
sustainable Corporate Social,12,12
latest,12,12
subject,12,12
HNB Assurance HNB,12,12
Management,12,12
lfc agents,12,12
sme,12,12
ambalangoda branch relocates,12,12
customer information,12,12
policy corporate governance,12,12
kurunegala open weekdays,12,12
anytime hnbf,12,12
easy loan application,12,12
best kids savings,12,12
prabhath financier profession,12,12
rasangi withana chief,12,12
positive social impact,12,12
financial literacy programs,12,12
industry anura expert,12,12
integrity sociallyconscious professionalism,12,12
monthly Standing,12,12
address hnb finance,12,12
retirement planning,12,12
goals financial,12,12
FINANCE branch,12,12
hnbf plc,12,12
age eligible,12,12
amalgamation hnb,12,12
rates fees rate,12,12
Sri Lanka top,12,12
invaluable asset hnb,12,12
Payment Loan,12,12
brands sri lanka,12,12
Top,12,12
partnership hnb,12,12
awards asia best,12,12
hnb finance corporate,12,12
housing loans important,12,12
FINANCE celebrates,12,12
eligible lease,12,12
Sri Lankan citizens,12,12
head internal audit,12,12
perera seasoned finance,12,12
impoverished family matale,12,12
board member hnb,12,12
unresolved customer complaints,12,12
hnb finance launches,12,12
golden years,12,12
age leasing vehicle,12,12
Leaders Forum,12,12
muthubanda quarry dangolla,12,12
prime finance plc,12,12
Social Responsibility initi,12,12
rates monthly,12,12
gold assessors Reminder,12,12
services institution HNB,12,12
HNBF recently,12,12
business diriya,12,12
new year,12,12
money business saving,12,12
abeysekara chief financial,12,12
Sri Lanka HNB,12,12
housing financial solutions,12,12
oneday service Lowest,12,12
women miyulasi savings,12,12
Officer,12,12
uk,12,12
ahead financial,12,12
Corporate Social Responsibility,12,12
Business Excellence,12,12
Batticaloa Colombo Galle,12,12
nearest hnb finance,12,12
Hambantota Jaffna Kalutara,12,12
customer complaints address,12,12
resource officer ruwan,12,12
DGM,12,12
FINANCE secures,12,12
new chairman,12,12
experience finance,12,12
senior managers,12,12
finance anura,12,12
gold loan unit,12,12
FINANCE relocates,12,12
kandyan dresses industry,12,12
withana management,12,12
nonexecutive,12,12
roshan fellow member,12,12
samarasinghe engineering professional,12,12
customer data privacy,12,12
purposes loan guarantors,12,12
reasons savings,12,12
General,12,12
financial providers country,12,12
hnb finance financial,12,12
Products,12,12
remittance moneygram partnership,12,12
customers complaints,12,12
School,12,12
yalu savings,12,12
picture hnb,12,12
national,12,12
year relaxpersonal loans,12,12
pat soars,12,12
rating aa,12,12
prematurity upliftment rate,12,12
Credit,12,12
awards digital excellence,12,12
mehewara csr projects,12,12
pattern,12,12
hnb finance positions,12,12
ahead recession,12,12
home loan,12,12
responsible parent,12,12
Galle Gampaha Hambantota,12,12
eligibility customers,12,12
samarasinghe director,12,12
centre,12,12
Home,12,12
development employee engagement,12,12
hnbf mehewara,12,12
Colombo Galle Gampaha,12,12
daskam young,12,12
cardiff uk heenkenda,12,12
puwakgolla,12,12
initiative abf awards,12,12
continuous success hnb,12,12
Loan Unit,12,12
business ambitious,12,12
Quantitative Finance Risk,12,12
kids financial,12,12
entrepreneurial dreams,12,12
country,12,12
vision mission,12,12
FINANCE strong,12,12
hnb finance employees,12,12
family nice,12,12
microloan help new,12,12
business place,11,11
partner,11,11
year review,11,11
business purposes,11,11
basic information,11,11
female customers,11,11
minds,11,11
selfconfidence,11,11
institution,11,11
latest news,11,11
risk management,11,11
development,11,11
variety positions,11,11
wealth experience,11,11
immense,11,11
investment decisions,11,11
oft segments,11,11
industry experience,11,11
agents shall,11,11
transaction,11,11
exceptional performance turnaround,11,11
risk,11,11
young minds,11,11
road signs,11,11
assistance,11,11
professional,11,11
Easy Loans Speedy,10,10
Polamarasetty Independent,10,10
FINANCE Welimada,10,10
Ultimate Guide,10,10
rough financial situations,10,10
nonindependent,10,10
Ruwan,10,10
easiest investment options,10,10
Manatunga NonIndependent NonExecutive,10,10
Sri Lanka Customer,10,10
extensive knowledge,10,10
file view branches,10,10
CCPA,10,10
sms,10,10
Dangolla Kegalle,10,10
Alignment Centre Nugathalawa,10,10
Ambalangoda branch relocates,10,10
Ranwala,10,10
website HNB Finance,10,10
Quarry Dangolla,10,10
business growth hnb,10,10
Manager SME Micro,10,10
Microfinance DMF IBSL,10,10
Loan Application,10,10
Nawalapitiya Branch,10,10
SME SSE communities,10,10
sem campaign building,10,10
Polamarasetty Independent Nonexecutive,10,10
MoneyGram fast,10,10
Saviya Saviya SME,10,10
PLC Great,10,10
Easy Loans Key,10,10
real estate property,10,10
Ananda Kumaradasa,10,10
Easy Loans Frequently,10,10
Nawalapitiya region,10,10
Kalutara district Sri,10,10
Chief Information Technology,10,10
significant,10,10
open General Savings,10,10
Sri Lankan citizen,10,10
Legal Division SRCC,10,10
Clients,10,10
significant investments,10,10
customer complaints,10,10
today Baalaiya,10,10
Islandwide,10,10
FINANCE Yalu savings,10,10
important stepping stone,10,10
people gold,10,10
sri lankans,10,10
Brand Social,10,10
Customer Brand,10,10
Admired Customer,10,10
Social Media Brand,10,10
transformations,10,10
healthy,10,10
Withana,10,10
email address,10,10
National Level Extra,10,10
Achiever Awards,10,10
KYC,10,10
Private Limited Hyderabad,10,10
Rates Senior Citizens,10,10
BCS Diploma,10,10
great place,10,10
Chain Financing,10,10
Supply Chain,10,10
Tissera AGM HOD,10,10
inclusive finance impact,10,10
excellence Customer,10,10
engagement Sri Lanka,10,10
finance impact investing,10,10
Finance Awards ABF,10,10
virtual AGM,10,10
inheritance,10,10
tissera,10,10
value,10,10
Sigma Management Institute,10,10
Pilimatalawa Kandy,10,10
Gold Loan Gold,10,10
company recently,10,10
Risk Management Committee,10,10
Responsible Business Conduct,10,10
Finance Privacy Policy,10,10
management consultancy,10,10
product service Main,10,10
financial planning,10,10
HNB FINANCE successfully,10,10
FINANCE Sri,10,10
loss theft,10,10
Finance Privilege,10,10
Party Privacy Policies,10,10
Proxy,10,10
prime finance,10,10
Kumaradasa Address,10,10
capacity eligible,10,10
Proxy Circular,10,10
FINANCE Yalu Children,10,10
loan facility,10,10
service Doorstep assistance,10,10
financial situation,10,10
cards client,10,10
financial inclusion issues,10,10
progress Malaviachchilage,10,10
premises,10,10
Dewalage,10,10
HNB FINANCE Nivahana,10,10
hasslefree group loan,10,10
insurances,10,10
officers,10,10
project solely,10,10
years life,10,10
informative newsletter,10,10
house Lakshman Jayasinghe,10,10
Lanka recently,10,10
microfinance HNB,10,10
Wadinagala College HNB,10,10
crossunit synergy Energistically,10,10
Head Technology,10,10
finance business act,10,10
Mercantile Investments Finance,10,10
social content marketing,10,10
Offer Letter product,10,10
Credit Retail Banking,10,10
synergy Energistically,10,10
financial services Sri,10,10
Ananda Kumaradasa Address,10,10
Kovinda Gimnada Perera,10,10
community,10,10
lane Keppetipola,10,10
HNB FINANCE position,10,10
operations smoothly,10,10
Personal Loans Key,10,10
nearest branch,10,10
Financial Statements,10,10
Merchants,10,10
Gold Loan Key,10,10
Loan Key Facts,10,10
monthly prev,10,10
Samarasinghe,10,10
PLC Rajive,10,10
Workplaces Awards Ceremony,10,10
Auto Miraj collaborate,10,10
years experience microfinance,10,10
Seneviratne DGM Facilities,10,10
Customers Employees Branches,10,10
Partner Merchants,10,10
Employees Branches,10,10
KFD Cooperative,10,10
hrm training development,10,10
Sociallyconscious Professionalism Innovation,10,10
Loan Application Form,10,10
fans,10,10
rates conditions,10,10
Large Workspace,10,10
Diploma Business,10,10
chief,10,10
relief Nawalapitiya,10,10
ANNUAL REPORTS ANNUAL,10,10
