Sentence,entities,extracted_keywords
BOC Senior Citizens Savings,"[[""BOC Senior Citizens Savings"", ""PRODUCT"", 0, 27]]","['Senior Citizens', 'BOC', 'BOC Senior Citizens Savings']"
The Ran Kekulu Smart Children Savings Account offers many benefits,"[[""Ran Kekulu Smart Children Savings Account"", ""PRODUCT"", 4, 45]]","['Children Savings', 'Ran Kekulu Smart Children Savings Account']"
BOC Personal Loan,"[[""BOC Personal Loan"", ""PRODUCT"", 0, 17]]","['Personal Loan', 'BOC Personal Loan', 'BOC']"
BOC Smart Freelancer,"[[""BOC Smart Freelancer"", ""PRODUCT"", 0, 20]]","['BOC Smart Freelancer', 'BOC']"
Special laptop loan for university students,"[[""Special laptop loan"", ""PRODUCT"", 0, 19]]","['laptop loan', 'Special laptop laon', 'university students']"
Housing Loan for University Staff Quantum of the Loan Facility Conditions Apply,"[[""Housing Loan"", ""PRODUCT"", 0, 12]]",['Housing Loan']
Machinery Vehicle Leasing in Sri Lanka with BOC ,"[[""Machinery Vehicle Leasing"", ""PRODUCT"", 0, 25], [""Sri Lanka"", ""GPE"", 29, 38], [""BOC"", ""ORG"", 44, 47]]","['Vehicle Leasing', 'BOC']"
BOC Thuru Green Savings Account is Sustainable Deposit Scheme introduced by Bank of Ceylon enabling the individuals and institutions to contribute towards environmentfriendly initiatives whilst gaining the maximum benefits for savings ,"[[""BOC Thuru Green Savings Account"", ""PRODUCT"", 0, 31], [""Sustainable Deposit Scheme"", ""PRODUCT"", 35, 61]]","['Green Savings', 'Sustainable Deposit','BOC Thuru Green Savings Account']"
The Bank of Ceylon BOC trailblazer in empowering Sri Lanka youth is inviting applications for the Nanajaya Scholarship as part of its plans of nurturing future leaders ,"[[""The Bank of Ceylon"", ""ORG"", 0, 18], [""Sri Lanka"", ""GPE"", 49, 58], [""the Nanajaya Scholarship"", ""PRODUCT"", 94, 118]]","['Nanajaya Scholarship', 'Scholarship', 'Bank of Ceylon']"
Ajith Karunarathne was appointed to the Corporate Management cadre in and assumed his duties as the Deputy General Manager Product Banking Development and then as the Deputy General Manager Recovery Provinces,"[[""Ajith Karunarathne"", ""PERSON"", 0, 18]]","['General Manager', 'Product Banking Development']"
BOC Housing Loan Scheme Purchase land construct house later Purchase land construct house Construct house land owned borrowers Purchase house partly constructed house condominium unit Complete construction renovation extension repair existing house condominium unit Landscaping interior decoration existing house condominium unit Construction houses apartments sale Please contact relevant branch information,"[[""BOC Housing Loan Scheme"", ""ORG"", 0, 23], [""Purchase"", ""PERSON"", 60, 68], [""Construct"", ""ORG"", 90, 99], [""Purchase"", ""PERSON"", 127, 135], [""Complete"", ""PERSON"", 184, 192], [""house"", ""ORG"", 243, 248], [""Landscaping"", ""PERSON"", 266, 277], [""house condominium unit Construction"", ""ORG"", 307, 342]]","['BOC Housing', 'Purchase house', 'Housing Loan', 'house Construct', 'existing house']"
"With the increasing demand for housing loans, Citizens Development Business Finance offers a variety of loans to suit your needs. The initiative was led by Nihal Fonseka from Sri Lanka Stock Exchange.","[[""Citizens Development Business Finance"", ""ORG"", 46, 83], [""Nihal Fonseka"", ""ORG"", 156, 169], [""Sri Lanka Stock Exchange"", ""ORG"", 175, 199]]","['housing loans', 'loans', 'Development']"
"To secure a business loans, Pan Asia Bank offers easy documentation and quick loan processing. The initiative was led by Ranjith Siyambalapitiya from Sri Lanka Central Bank.","[[""Pan Asia Bank"", ""ORG"", 28, 41], [""Ranjith Siyambalapitiya"", ""PERSON"", 121, 144], [""Sri Lanka Central Bank"", ""ORG"", 150, 172]]","['business loans', 'Pan Asia Bank']"
The interest rates offered by banks like Lanka Orix Leasing Company are competitive for savings accounts. The initiative was led by Nihal Fonseka from Institute of Bankers of Sri Lanka.,"[[""Lanka Orix Leasing Company"", ""ORG"", 41, 67], [""Nihal Fonseka"", ""ORG"", 132, 145], [""Institute of Bankers"", ""ORG"", 151, 171], [""Sri Lanka"", ""GPE"", 175, 184]]","['Lanka Orix Leasing Company', 'Leasing', 'interest rates']"
"Amana Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Chamila Gamage from Sri Lanka Stock Exchange.","[[""Amana Bank"", ""ORG"", 0, 10], [""Chamila Gamage"", ""PERSON"", 134, 148], [""Sri Lanka Stock Exchange"", ""ORG"", 154, 178]]","['Amana Bank', 'financial services', 'savings accounts','loans','investment']"
"Sampath Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Chamila Gamage from Institute of Bankers of Sri Lanka.","[[""Sampath Bank"", ""ORG"", 0, 12], [""Chamila Gamage"", ""ORG"", 136, 150], [""Institute of Bankers"", ""ORG"", 156, 176], [""Sri Lanka"", ""GPE"", 180, 189]]","['Sampath Bank', 'financial services', 'loans']"
"To secure a housing loans, Sri Lanka Development Bonds offers easy documentation and quick loan processing. The initiative was led by Anusha Dissanayake from Institute of Bankers of Sri Lanka.","[[""Sri Lanka Development Bonds"", ""ORG"", 27, 54], [""Anusha Dissanayake"", ""PERSON"", 134, 152], [""Institute of Bankers"", ""ORG"", 158, 178], [""Sri Lanka"", ""GPE"", 182, 191]]","['Development Bonds', 'housing loans', 'loans']"
"Commercial Bank of Ceylon offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Nihal Fonseka from Institute of Bankers of Sri Lanka.","[[""Commercial Bank of Ceylon"", ""ORG"", 0, 25], [""Nihal Fonseka"", ""ORG"", 149, 162], [""Institute of Bankers"", ""ORG"", 168, 188], [""Sri Lanka"", ""GPE"", 192, 201]]","['financial services', 'Commercial Bank']"
"With the increasing demand for personal loans, Pan Asia Bank offers a variety of loans to suit your needs. The initiative was led by Chamila Gamage from Ceylon Chamber of Commerce.","[[""Pan Asia Bank"", ""ORG"", 47, 60], [""Chamila Gamage"", ""PERSON"", 133, 147], [""Ceylon Chamber of Commerce"", ""ORG"", 153, 179]]","['personal loans', 'loans', 'Pan Asia Bank']"
"Through its mobile banking services, Lanka Orix Leasing Company allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Chamila Gamage from Institute of Bankers of Sri Lanka.","[[""Lanka Orix Leasing Company"", ""ORG"", 37, 63], [""Chamila Gamage"", ""ORG"", 159, 173], [""Institute of Bankers"", ""ORG"", 179, 199], [""Sri Lanka"", ""GPE"", 203, 212]]","['Orix Leasing','mobile banking', 'Lanka Orix Leasing Company']"
"To secure a housing loans, Union Bank offers easy documentation and quick loan processing. The initiative was led by Anusha Dissanayake from Institute of Bankers of Sri Lanka.","[[""Union Bank"", ""ORG"", 27, 37], [""Anusha Dissanayake"", ""PERSON"", 117, 135], [""Institute of Bankers"", ""ORG"", 141, 161], [""Sri Lanka"", ""GPE"", 165, 174]]","['Union Bank','housing loans']"
"Through its mobile banking services, Sri Lanka Savings Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Hiran Piyasena from Ceylon Chamber of Commerce.","[[""Sri Lanka Savings Bank"", ""ORG"", 37, 59], [""Hiran Piyasena"", ""PERSON"", 155, 169], [""Ceylon Chamber of Commerce"", ""ORG"", 175, 201]]","['mobile banking', 'Sri Lanka Savings Bank', 'banking services']"
"Through its mobile banking services, Sri Lanka Savings Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Sanjaya Wijesiri from Institute of Bankers of Sri Lanka.","[[""Sri Lanka Savings Bank"", ""ORG"", 37, 59], [""Sanjaya Wijesiri"", ""PERSON"", 155, 171], [""Institute of Bankers"", ""ORG"", 177, 197], [""Sri Lanka"", ""GPE"", 201, 210]]","['mobile banking', 'Sri Lanka Savings Bank']"
"Through its mobile banking services, Sevanatha Urban Development Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Anusha Dissanayake from Ceylon Chamber of Commerce.","[[""Sevanatha Urban Development Bank"", ""ORG"", 37, 69], [""Anusha Dissanayake"", ""PERSON"", 165, 183], [""Ceylon Chamber of Commerce"", ""ORG"", 189, 215]]","['Sevanatha Urban Development Bank', 'mobile banking']"
"To secure a housing loans, Sri Lanka Development Bonds offers easy documentation and quick loan processing. The initiative was led by Nihal Fonseka from Sri Lanka Stock Exchange.","[[""Sri Lanka Development Bonds"", ""ORG"", 27, 54], [""Nihal Fonseka"", ""ORG"", 134, 147], [""Sri Lanka Stock Exchange"", ""ORG"", 153, 177]]","['Sri Lanka Development Bonds', 'housing loans', 'Development', 'loans']"
"With the increasing demand for housing loans, National Development Bank offers a variety of loans to suit your needs. The initiative was led by Anusha Dissanayake from Sri Lanka Stock Exchange.","[[""National Development Bank"", ""ORG"", 46, 71], [""Anusha Dissanayake"", ""PERSON"", 144, 162], [""Sri Lanka Stock Exchange"", ""ORG"", 168, 192]]","['housing loans', 'loans', 'National Development Bank']"
"Through its mobile banking services, National Development Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Anusha Dissanayake from Institute of Bankers of Sri Lanka.","[[""National Development Bank"", ""ORG"", 37, 62], [""Anusha Dissanayake"", ""PERSON"", 158, 176], [""Institute of Bankers"", ""ORG"", 182, 202], [""Sri Lanka"", ""GPE"", 206, 215]]","['National Development Bank', 'mobile banking','banking services']"
"To secure a personal loans, Commercial Bank of Ceylon offers easy documentation and quick loan processing. The initiative was led by Hiran Piyasena from Ceylon Chamber of Commerce.","[[""Commercial Bank of Ceylon"", ""ORG"", 28, 53], [""Hiran Piyasena"", ""PERSON"", 133, 147], [""Ceylon Chamber of Commerce"", ""ORG"", 153, 179]]","['Commercial Bank of Ceylon', 'personal loans']"
"To secure a personal loans, Union Bank offers easy documentation and quick loan processing. The initiative was led by Rajiv Gooneratne from Sri Lanka Stock Exchange.","[[""Union Bank"", ""ORG"", 28, 38], [""Rajiv Gooneratne"", ""PERSON"", 118, 134], [""Sri Lanka Stock Exchange"", ""ORG"", 140, 164]]","['Union Bank', 'personal loans']"
The business loans rates at Bank of Ceylon are some of the lowest in Sri Lanka. The initiative was led by Anusha Dissanayake from Ceylon Chamber of Commerce.,"[[""Bank of Ceylon"", ""ORG"", 28, 42], [""Sri Lanka"", ""GPE"", 69, 78], [""Anusha Dissanayake"", ""PERSON"", 106, 124], [""Ceylon Chamber of Commerce"", ""ORG"", 130, 156]]","['business loans', 'loans rates', 'Bank of Ceylon']"
"Union Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Ranjith Siyambalapitiya from Institute of Bankers of Sri Lanka.","[[""Union Bank"", ""ORG"", 0, 10], [""Ranjith Siyambalapitiya"", ""PERSON"", 134, 157], [""Institute of Bankers"", ""ORG"", 163, 183], [""Sri Lanka"", ""GPE"", 187, 196]]","['Union Bank', 'financial services', 'Bank offers', 'Bank']"
"First Capital Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Sanjaya Wijesiri from Sri Lanka Banks' Association.","[[""First Capital Bank"", ""ORG"", 0, 18], [""Sanjaya Wijesiri"", ""PERSON"", 142, 158], [""Sri Lanka Banks' Association"", ""ORG"", 164, 192]]","['Capital Bank', 'financial services']"
"Through its mobile banking services, Sri Lanka Development Bonds allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Nihal Fonseka from Institute of Bankers of Sri Lanka.","[[""Sri Lanka Development Bonds"", ""ORG"", 37, 64], [""Nihal Fonseka"", ""PERSON"", 160, 173], [""Institute of Bankers"", ""ORG"", 179, 199], [""Sri Lanka"", ""GPE"", 203, 212]]","['Development Bonds', 'mobile banking', 'Lanka Development']"
"With the increasing demand for personal loans, Sri Lanka Development Bonds offers a variety of loans to suit your needs. The initiative was led by Sanjaya Wijesiri from Sri Lanka Central Bank.","[[""Sri Lanka Development Bonds"", ""ORG"", 47, 74], [""Sanjaya Wijesiri"", ""PERSON"", 147, 163], [""Sri Lanka Central Bank"", ""ORG"", 169, 191]]","['Development Bonds', 'personal loans', 'Lanka Development', 'loans']"
"With the increasing demand for personal loans, Pan Asia Bank offers a variety of loans to suit your needs. The initiative was led by Anusha Dissanayake from Sri Lanka Banks' Association.","[[""Pan Asia Bank"", ""ORG"", 47, 60], [""Anusha Dissanayake"", ""PERSON"", 133, 151], [""Sri Lanka Banks' Association"", ""ORG"", 157, 185]]","['personal loans', 'loans', 'Pan Asia Bank']"
"Through its mobile banking services, People's Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Hiran Piyasena from Institute of Bankers of Sri Lanka.","[[""People's Bank"", ""ORG"", 37, 50], [""Hiran Piyasena"", ""PERSON"", 146, 160], [""Institute of Bankers"", ""ORG"", 166, 186], [""Sri Lanka"", ""GPE"", 190, 199]]","['mobile banking', 'banking services', 'Peoples Bank']"
"To secure a personal loans, Sri Lanka Development Bonds offers easy documentation and quick loan processing. The initiative was led by Hiran Piyasena from Sri Lanka Central Bank.","[[""Sri Lanka Development Bonds"", ""ORG"", 28, 55], [""Hiran Piyasena"", ""PERSON"", 135, 149], [""Sri Lanka Central Bank"", ""ORG"", 155, 177]]","['Sri Lanka Central Bank', 'personal loans', 'quick loan']"
"Through its mobile banking services, National Development Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Chamila Gamage from Sri Lanka Banks' Association.","[[""National Development Bank"", ""ORG"", 37, 62], [""Chamila Gamage"", ""PERSON"", 158, 172], [""Sri Lanka Banks' Association"", ""ORG"", 178, 206]]","['mobile banking', 'Development Bank', 'National Development Bank']"
"Through its mobile banking services, First Capital Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Hiran Piyasena from Sri Lanka Banks' Association.","[[""First Capital Bank"", ""ORG"", 37, 55], [""Hiran Piyasena"", ""PERSON"", 151, 165], [""Sri Lanka Banks' Association"", ""ORG"", 171, 199]]","['mobile banking', 'Capital Bank', 'banking services', 'First Capital Bank']"
"With the increasing demand for business loans, National Development Bank offers a variety of loans to suit your needs. The initiative was led by Nihal Fonseka from Ceylon Chamber of Commerce.","[[""National Development Bank"", ""ORG"", 47, 72], [""Nihal Fonseka"", ""PERSON"", 145, 158], [""Ceylon Chamber of Commerce"", ""ORG"", 164, 190]]","['business loans', 'National Development Bank', 'loans']"
The personal loans rates at Union Bank are some of the lowest in Sri Lanka. The initiative was led by Sanjaya Wijesiri from Sri Lanka Central Bank.,"[[""Union Bank"", ""ORG"", 28, 38], [""Sri Lanka"", ""GPE"", 65, 74], [""Sanjaya Wijesiri"", ""PERSON"", 102, 118], [""Sri Lanka Central Bank"", ""ORG"", 124, 146]]","['loans rates', 'personal loans', 'Union Bank']"
"To secure a business loans, Commercial Bank of Ceylon offers easy documentation and quick loan processing. The initiative was led by Aravinda Perera from Sri Lanka Central Bank.","[[""Commercial Bank of Ceylon"", ""ORG"", 28, 53], [""Aravinda Perera"", ""PERSON"", 133, 148], [""Sri Lanka Central Bank"", ""ORG"", 154, 176]]","['business loans', 'Commercial Bank of Ceylon', 'quick loan', 'Sri Lanka Central Bank']"
"With the increasing demand for business loans, Union Bank offers a variety of loans to suit your needs. The initiative was led by Ranjith Siyambalapitiya from Sri Lanka Central Bank.","[[""Union Bank"", ""ORG"", 47, 57], [""Ranjith Siyambalapitiya"", ""PERSON"", 130, 153], [""Sri Lanka Central Bank"", ""ORG"", 159, 181]]","['business loans', 'Union Bank', 'loans']"
"With the increasing demand for business loans, Sri Lanka Savings Bank offers a variety of loans to suit your needs. The initiative was led by Chamila Gamage from Securities and Exchange Commission of Sri Lanka.","[[""Sri Lanka Savings Bank"", ""ORG"", 47, 69], [""Chamila Gamage"", ""PERSON"", 142, 156], [""Securities and Exchange Commission"", ""ORG"", 162, 196], [""Sri Lanka"", ""GPE"", 200, 209]]","['business loans', 'Sri Lanka Savings Bank']"
The personal loans rates at First Capital Bank are some of the lowest in Sri Lanka. The initiative was led by Rajiv Gooneratne from Sri Lanka Central Bank.,"[[""First Capital Bank"", ""ORG"", 28, 46], [""Sri Lanka"", ""GPE"", 73, 82], [""Rajiv Gooneratne"", ""PERSON"", 110, 126], [""Sri Lanka Central Bank"", ""ORG"", 132, 154]]","['loans rates', 'personal loans', 'First Capital Bank']"
"Through its mobile banking services, Pan Asia Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Chamila Gamage from Ceylon Chamber of Commerce.","[[""Pan Asia Bank"", ""ORG"", 37, 50], [""Chamila Gamage"", ""PERSON"", 146, 160], [""Ceylon Chamber of Commerce"", ""ORG"", 166, 192]]","['mobile banking', 'banking services', 'Pan Asia Bank']"
"To secure a housing loans, Union Bank offers easy documentation and quick loan processing. The initiative was led by Anusha Dissanayake from Ceylon Chamber of Commerce.","[[""Union Bank"", ""ORG"", 27, 37], [""Anusha Dissanayake"", ""PERSON"", 117, 135], [""Ceylon Chamber of Commerce"", ""ORG"", 141, 167]]","['Union Bank', 'housing loans', 'quick loan']"
"Sri Lanka Savings Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Rajiv Gooneratne from Sri Lanka Stock Exchange.","[[""Sri Lanka Savings Bank"", ""ORG"", 0, 22], [""Rajiv Gooneratne"", ""PERSON"", 146, 162], [""Sri Lanka Stock Exchange"", ""ORG"", 168, 192]]","['Sri Lanka Savings Bank', 'savings accounts', 'financial services']"
The interest rates offered by banks like Bank of Ceylon are competitive for savings accounts. The initiative was led by Anusha Dissanayake from Sri Lanka Banks' Association.,"[[""Bank of Ceylon"", ""ORG"", 41, 55], [""Anusha Dissanayake"", ""PERSON"", 120, 138], [""Sri Lanka Banks' Association"", ""ORG"", 144, 172]]","['Bank of Ceylon', 'savings accounts']"
"To secure a personal loans, Citizens Development Business Finance offers easy documentation and quick loan processing. The initiative was led by Rajiv Gooneratne from Sri Lanka Banks' Association.","[[""Citizens Development Business Finance"", ""ORG"", 28, 65], [""Rajiv Gooneratne"", ""PERSON"", 145, 161], [""Sri Lanka Banks' Association"", ""ORG"", 167, 195]]","['personal loans', 'loan processing', 'Citizens Development Business Finance']"
"To secure a personal loans, Sevanatha Urban Development Bank offers easy documentation and quick loan processing. The initiative was led by Anusha Dissanayake from Securities and Exchange Commission of Sri Lanka.","[[""Sevanatha Urban Development Bank"", ""ORG"", 28, 60], [""Anusha Dissanayake"", ""PERSON"", 140, 158], [""Securities and Exchange Commission"", ""ORG"", 164, 198], [""Sri Lanka"", ""GPE"", 202, 211]]","['Development Bank', 'Sevanatha Urban Development Bank', 'personal loans']"
The housing loans rates at Lanka Orix Leasing Company are some of the lowest in Sri Lanka. The initiative was led by Anusha Dissanayake from Ceylon Chamber of Commerce.,"[[""Lanka Orix Leasing Company"", ""ORG"", 27, 53], [""Sri Lanka"", ""GPE"", 80, 89], [""Anusha Dissanayake"", ""PERSON"", 117, 135], [""Ceylon Chamber of Commerce"", ""ORG"", 141, 167]]","['Lanka Orix Leasing Company', 'housing loans']"
The housing loans rates at Sri Lanka Savings Bank are some of the lowest in Sri Lanka. The initiative was led by Rajiv Gooneratne from Sri Lanka Central Bank.,"[[""Sri Lanka Savings Bank"", ""ORG"", 27, 49], [""Sri Lanka"", ""GPE"", 76, 85], [""Rajiv Gooneratne"", ""PERSON"", 113, 129], [""Sri Lanka Central Bank"", ""ORG"", 135, 157]]","['housing loans', 'Sri Lanka Savings Bank', 'loans']"
"Through its mobile banking services, Pan Asia Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Chamila Gamage from Sri Lanka Banks' Association.","[[""Pan Asia Bank"", ""ORG"", 37, 50], [""Chamila Gamage"", ""PERSON"", 146, 160], [""Sri Lanka Banks' Association"", ""ORG"", 166, 194]]","['mobile banking','banking services', 'Pan Asia Bank']"
"Sampath Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Anusha Dissanayake from Sri Lanka Stock Exchange.","[[""Sampath Bank"", ""ORG"", 0, 12], [""Anusha Dissanayake"", ""PERSON"", 136, 154], [""Sri Lanka Stock Exchange"", ""ORG"", 160, 184]]","['Sampath Bank', 'financial services']"
"Through its mobile banking services, Commercial Bank of Ceylon allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Nihal Fonseka from Ceylon Chamber of Commerce.","[[""Commercial Bank of Ceylon"", ""ORG"", 37, 62], [""Nihal Fonseka"", ""PERSON"", 158, 171], [""Ceylon Chamber of Commerce"", ""ORG"", 177, 203]]","['mobile banking', 'Commercial Bank', 'Commercial Bank of Ceylon']"
"To secure a housing loans, People's Bank offers easy documentation and quick loan processing. The initiative was led by Sanjaya Wijesiri from Securities and Exchange Commission of Sri Lanka.","[[""People's Bank"", ""ORG"", 27, 40], [""Sanjaya Wijesiri"", ""PERSON"", 120, 136], [""Securities and Exchange Commission"", ""ORG"", 142, 176], [""Sri Lanka"", ""GPE"", 180, 189]]","['Peoples Bank', 'quick loan', 'housing loans']"
The interest rates offered by banks like First Capital Bank are competitive for savings accounts. The initiative was led by Ranjith Siyambalapitiya from Sri Lanka Stock Exchange.,"[[""First Capital Bank"", ""ORG"", 41, 59], [""Ranjith Siyambalapitiya"", ""PERSON"", 124, 147], [""Sri Lanka Stock Exchange"", ""ORG"", 153, 177]]","['savings accounts', 'First Capital Bank']"
"Through its mobile banking services, First Capital Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Hiran Piyasena from Sri Lanka Central Bank.","[[""First Capital Bank"", ""ORG"", 37, 55], [""Hiran Piyasena"", ""PERSON"", 151, 165], [""Sri Lanka Central Bank"", ""ORG"", 171, 193]]","['mobile banking', 'First Capital Bank']"
"Through its mobile banking services, Bank of Ceylon allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Hiran Piyasena from Securities and Exchange Commission of Sri Lanka.","[[""Bank of Ceylon"", ""ORG"", 37, 51], [""Hiran Piyasena"", ""PERSON"", 147, 161], [""Securities and Exchange Commission"", ""ORG"", 167, 201], [""Sri Lanka"", ""GPE"", 205, 214]]","['mobile banking', 'banking services', 'Bank of Ceylon']"
The personal loans rates at Commercial Bank of Ceylon are some of the lowest in Sri Lanka. The initiative was led by Chamila Gamage from Sri Lanka Stock Exchange.,"[[""Commercial Bank of Ceylon"", ""ORG"", 28, 53], [""Sri Lanka"", ""GPE"", 80, 89], [""Chamila Gamage"", ""PERSON"", 117, 131], [""Sri Lanka Stock Exchange"", ""ORG"", 137, 161]]","['loans rates', 'personal loans','Commercial Bank of Ceylon']"
The interest rates offered by banks like Commercial Bank of Ceylon are competitive for savings accounts. The initiative was led by Nihal Fonseka from Sri Lanka Stock Exchange.,"[[""Commercial Bank of Ceylon"", ""ORG"", 41, 66], [""Nihal Fonseka"", ""PERSON"", 131, 144], [""Sri Lanka Stock Exchange"", ""ORG"", 150, 174]]","['savings accounts', 'Commercial Bank of Ceylon']"
The personal loans rates at Lanka Orix Leasing Company are some of the lowest in Sri Lanka. The initiative was led by Nihal Fonseka from Sri Lanka Central Bank.,"[[""Lanka Orix Leasing Company"", ""ORG"", 28, 54], [""Sri Lanka"", ""GPE"", 81, 90], [""Nihal Fonseka"", ""PERSON"", 118, 131], [""Sri Lanka Central Bank"", ""ORG"", 137, 159]]","['loans rates', 'Lanka Orix Leasing Company', 'personal loans']"
"Through its mobile banking services, Bank of Ceylon allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Ranjith Siyambalapitiya from Sri Lanka Banks' Association.","[[""Bank of Ceylon"", ""ORG"", 37, 51], [""Ranjith Siyambalapitiya"", ""PERSON"", 147, 170], [""Sri Lanka Banks' Association"", ""ORG"", 176, 204]]","['mobile banking', 'Bank of Ceylon', 'banking services']"
"To secure a housing loans, Bank of Ceylon offers easy documentation and quick loan processing. The initiative was led by Hiran Piyasena from Securities and Exchange Commission of Sri Lanka.","[[""Bank of Ceylon"", ""ORG"", 27, 41], [""Hiran Piyasena"", ""PERSON"", 121, 135], [""Securities and Exchange Commission"", ""ORG"", 141, 175], [""Sri Lanka"", ""GPE"", 179, 188]]","['Bank of Ceylon', 'quick loan', 'housing loans']"
The business loans rates at Sri Lanka Development Bonds are some of the lowest in Sri Lanka. The initiative was led by Rajiv Gooneratne from Securities and Exchange Commission of Sri Lanka.,"[[""Sri Lanka Development Bonds"", ""ORG"", 28, 55], [""Sri Lanka"", ""GPE"", 82, 91], [""Rajiv Gooneratne"", ""PERSON"", 119, 135], [""Securities and Exchange Commission"", ""ORG"", 141, 175], [""Sri Lanka"", ""GPE"", 179, 188]]","['Development Bonds', 'Sri Lanka Development Bonds']"
"With the increasing demand for business loans, Citizens Development Business Finance offers a variety of loans to suit your needs. The initiative was led by Anusha Dissanayake from Ceylon Chamber of Commerce.","[[""Citizens Development Business Finance"", ""ORG"", 47, 84], [""Anusha Dissanayake"", ""PERSON"", 157, 175], [""Ceylon Chamber of Commerce"", ""ORG"", 181, 207]]","['business loans', 'Citizens Development Business Finance']"
"Lanka Orix Leasing Company offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Sanjaya Wijesiri from Sri Lanka Banks' Association.","[[""Lanka Orix Leasing Company"", ""ORG"", 0, 26], [""Sanjaya Wijesiri"", ""PERSON"", 150, 166], [""Sri Lanka Banks' Association"", ""ORG"", 172, 200]]","['Leasing', 'Lanka Orix Leasing Company']"
"To secure a personal loans, First Capital Bank offers easy documentation and quick loan processing. The initiative was led by Rajiv Gooneratne from Sri Lanka Central Bank.","[[""First Capital Bank"", ""ORG"", 28, 46], [""Rajiv Gooneratne"", ""PERSON"", 126, 142], [""Sri Lanka Central Bank"", ""ORG"", 148, 170]]","['Capital Bank', 'First Capital Bank', 'quick loan', 'personal loans']"
"To secure a personal loans, Bank of Ceylon offers easy documentation and quick loan processing. The initiative was led by Anusha Dissanayake from Sri Lanka Stock Exchange.","[[""Bank of Ceylon"", ""ORG"", 28, 42], [""Anusha Dissanayake"", ""PERSON"", 122, 140], [""Sri Lanka Stock Exchange"", ""ORG"", 146, 170]]","['Bank of Ceylon', 'personal loans', 'quick loan']"
The interest rates offered by banks like Sri Lanka Development Bonds are competitive for savings accounts. The initiative was led by Rajiv Gooneratne from Securities and Exchange Commission of Sri Lanka.,"[[""Sri Lanka Development Bonds"", ""ORG"", 41, 68], [""Rajiv Gooneratne"", ""PERSON"", 133, 149], [""Securities and Exchange Commission"", ""ORG"", 155, 189], [""Sri Lanka"", ""GPE"", 193, 202]]","['Development Bonds', 'savings accounts', 'Sri Lanka Development Bonds']"
"To secure a personal loans, Sri Lanka Savings Bank offers easy documentation and quick loan processing. The initiative was led by Rajiv Gooneratne from Sri Lanka Stock Exchange.","[[""Sri Lanka Savings Bank"", ""ORG"", 28, 50], [""Rajiv Gooneratne"", ""PERSON"", 130, 146], [""Sri Lanka Stock Exchange"", ""ORG"", 152, 176]]","['Sri Lanka Savings Bank', 'personal loans', 'Savings Bank']"
"Through its mobile banking services, National Development Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Ranjith Siyambalapitiya from Ceylon Chamber of Commerce.","[[""National Development Bank"", ""ORG"", 37, 62], [""Ranjith Siyambalapitiya"", ""PERSON"", 158, 181], [""Ceylon Chamber of Commerce"", ""ORG"", 187, 213]]","['Development Bank', 'mobile banking', 'banking services', 'National Development Bank']"
The interest rates offered by banks like Citizens Development Business Finance are competitive for savings accounts. The initiative was led by Rajiv Gooneratne from Sri Lanka Stock Exchange.,"[[""Citizens Development Business Finance"", ""ORG"", 41, 78], [""Rajiv Gooneratne"", ""PERSON"", 143, 159], [""Sri Lanka Stock Exchange"", ""ORG"", 165, 189]]","['savings accounts', 'Business Finance', 'Citizens Development Business Finance']"
The interest rates offered by banks like People's Bank are competitive for savings accounts. The initiative was led by Aravinda Perera from Sri Lanka Central Bank.,"[[""People's Bank"", ""ORG"", 41, 54], [""Aravinda Perera"", ""PERSON"", 119, 134], [""Sri Lanka Central Bank"", ""ORG"", 140, 162]]","['savings accounts', 'Peoples Bank', 'Sri Lanka Central Bank']"
